,name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
251,Lightning Bolt,Jake Bugg,Jake Bugg,5s9sZ2i76iAZeFt5f9uUKP,2012-01-01,0,144013,0.561,0.0634,0.846,0.0,0.193,0.75,-4.48,0.0867,116.168,9,4,Happy
253,If You Wanna Stay,Be Impressive,The Griswolds,6cfPJNoqJsiikMm2TmpiwT,2014-08-25,0,159853,0.543,0.000459,0.946,0.000259,0.108,0.221,-3.888,0.0391,116.515,5,4,Happy
254,Move Your Feet,D-D-Don't Don't Stop the Beat,Junior Senior,7cGfrVoC7G03XeXn7yflx5,2002-04-03,0,181826,0.747,0.046,0.904,0.106,0.203,0.846,-2.623,0.0803,118.877,9,4,Happy
255,Faith - Remastered,Faith,George Michael,0HEmnAUT8PHznIAAmVXqFJ,1987-10-30,76,193200,0.887,0.0094,0.48,3.58e-05,0.0662,0.607,-11.994,0.117,95.846,11,4,Happy
256,I Gotta Have It,Jace Everett,Jace Everett,7mltbDRKBRKXff3dOtwqcA,2006-01-01,33,163893,0.533,0.269,0.964,6.29e-05,0.0642,0.812,-4.712,0.0878,156.149,4,4,Happy
257,Town Called Malice,The Jam Story,The Jam,73RGpQg8Cxtly4QuHtNiOd,2006-06-05,0,172866,0.534,0.000855,0.943,0.0264,0.0697,0.823,-5.898,0.0845,101.754,2,4,Happy
258,Pretoria Girls,Enjoy Yourself,Desmond and the Tutus,6zkVSIgcGnqromeMTYmXv4,2015-11-02,40,262706,0.553,0.00585,0.724,4.72e-05,0.366,0.383,-6.486,0.0359,128.024,2,4,Happy
259,Sweet Home Alabama,Lynyrd Skynyrd,Lynyrd Skynyrd,74QCZPlpayjvQ4yJJFljfQ,1991-01-01,0,285160,0.601,0.181,0.593,0.000441,0.121,0.902,-11.685,0.0257,97.784,0,4,Happy
260,Waterloo,18 Hits (International Version),ABBA,2p0QBZeBS5WGZG4P7SbQv0,2005-01-01,0,166333,0.441,0.423,0.908,2.88e-06,0.325,0.808,-6.481,0.0425,147.597,2,4,Happy
261,Restless Year,Restless Year,Ezra Furman,3VuPTxBQqGGuXH0u0ic14D,2015-03-09,0,145000,0.704,0.0383,0.845,2.03e-05,0.12,0.623,-9.516,0.0535,94.52,9,4,Happy
262,Ain't No Mountain High Enough - Stereo Version,20th Century Masters: The Millennium Collection: The Best Of Marvin Gaye & Tammi Terrell,Tammi Terrell,4gbR24XpCUTkoElYKZlrpO,2000-01-01,0,149066,0.674,0.27,0.794,2.47e-06,0.211,0.685,-7.361,0.0726,129.292,7,4,Happy
263,Moi je joue,Bubble Gum (Vol. 2),Brigitte Bardot,1YvAIf8NVPTlEwInU6mOBk,1994-01-01,0,102666,0.652,0.41,0.742,0.052,0.323,0.736,-9.687,0.0501,106.096,9,4,Happy
264,Rock DJ - 2004 Mix,In And Out Of Consciousness: Greatest Hits 1990 - 2010,Robbie Williams,0lJEYLAJU5KtthQroas2ou,2010-01-01,52,257373,0.709,0.0229,0.768,0.0,0.417,0.869,-4.274,0.0324,103.036,7,4,Happy
265,Umbrella,Strike! (New Exclusive Version),The Baseballs,598ioS7kbtHNBemw00dRqh,2010-02-08,44,186906,0.643,0.438,0.879,0.0,0.107,0.952,-3.602,0.0426,106.077,10,4,Happy
266,Think,Aretha Franklin,Aretha Franklin,1wwmkKWOk330VnN9IroMOI,2006-02-27,0,138480,0.683,0.164,0.659,0.0,0.248,0.919,-9.424,0.0412,109.952,6,4,Happy
267,Cake By The Ocean,SWAAY,DNCE,42ftjU4cTN5UTRksyqBKZJ,2015-10-23,0,218440,0.771,0.147,0.76,0.0,0.053,0.881,-5.459,0.0514,119.0,4,4,Happy
268,You Can Call Me Al,The Essential Paul Simon,Paul Simon,6wLr2oR8eqUG5Beleh2Crm,2007,59,276360,0.777,0.126,0.725,0.0108,0.0917,0.851,-9.012,0.047,128.349,5,4,Happy
269,Walk Like an Egyptian,80s 100 Hits,Various Artists,1gb5sUe1CuRBuT8twq8uhw,2010-02-26,49,192813,0.716,0.0117,0.828,2.1e-06,0.301,0.771,-13.065,0.104,103.155,11,4,Happy
271,All Star,All Star Smash Hits,Smash Mouth,22c2pt75xtnDddA5Zlm0yy,2005-01-01,0,200560,0.73,0.0398,0.862,0.0,0.0818,0.77,-5.876,0.0313,104.018,11,4,Happy
272,Reggae Night,La Felicidad... En 4 Minutos,Various Artists,46JMEuyi5JFYSRzxeIWk9Q,2011-11-29,0,322440,0.801,0.301,0.757,8.25e-06,0.0708,0.962,-7.13,0.0369,109.366,0,4,Happy
273,Viva L'amour,Toujours,Sabina,4xZl9afc0L9yCoxLK7dVmx,2014-03-23,0,184693,0.721,0.259,0.811,0.0,0.0951,0.969,-6.871,0.0426,142.128,2,4,Happy
274,Lets Twist Again,Lemon Popsicles And More - A Flavour Of The Fabulous Fifties,Various Artists,2LL1UuRkaqDUjgjn7dBXbx,2011-08-20,0,142840,0.634,0.0698,0.744,0.0,0.0465,0.967,-5.062,0.041,162.4,3,4,Happy
275,The Look,A Collection of Roxette Hits! Their 20 Greatest Songs!,Roxette,46WVVHERbHreW3Ap2ztQt8,2006-10-18,55,237320,0.634,0.0531,0.838,8.34e-06,0.0522,0.541,-5.363,0.0413,95.011,2,4,Happy
276,Don't Go Breaking My Heart,Rocket Man (Deluxe Edition),Elton John,0bV4WoGRzmYV6y7OojZvqr,2007-03-26,0,275386,0.73,0.179,0.858,1.54e-06,0.0611,0.765,-8.221,0.036,131.445,5,4,Happy
277,Can't Stand Me Now,The Libertines,The Libertines,71D4LseR0RADPbyvMeTIHR,2004,21,203733,0.368,0.0111,0.935,0.00201,0.0948,0.558,-3.204,0.0587,164.425,4,4,Happy
278,All I Wanna Do,Tuesday Night Music Club,Sheryl Crow,4cqHVuDLFbO1XCr4nmks4S,1993-08-03,0,272106,0.82,0.111,0.528,0.0186,0.257,0.931,-11.179,0.0321,120.091,9,4,Happy
279,Smile,"Alright, Still (Deluxe)",Lily Allen,79z9QkhHePTFsSeVw9uyj0,2006-07-14,70,196893,0.632,0.00143,0.639,0.0,0.221,0.733,-5.938,0.0259,95.506,5,4,Happy
280,Sir Duke,Songs In The Key Of Life (Reissue),Stevie Wonder,2udw7RDkldLFIPG9WYdVtT,1976-09-28,0,232760,0.588,0.16,0.568,0.0,0.0792,0.952,-9.766,0.0672,106.938,6,4,Happy
281,Butterfly,We Sing. We Dance. We Steal Things.,Jason Mraz,095eK5hacN4Y9r7k8TyJ1B,2008-05-01,45,299066,0.718,0.147,0.658,0.0,0.183,0.806,-7.207,0.0665,108.105,10,4,Happy
282,Uh La La La,Disco 90's,Various Artists,1ahAVyeP1B027c03NlVSRd,2008-03-16,45,225640,0.779,0.289,0.589,0.000535,0.331,0.815,-11.562,0.0893,92.308,5,4,Happy
283,Build Me up Buttercup (Re-Recorded),60s Greatest Moments,Various Artists,2Vi0fxL1fyE7KrKt3JihJn,2007-01-01,0,185480,0.707,0.158,0.814,2.72e-06,0.106,0.922,-7.364,0.0367,132.062,0,4,Happy
284,Pencil Full of Lead,Sunny Side Up,Paolo Nutini,6ACPfkfDfJfGGE4oKfbiRY,2009-05-29,49,146733,0.735,0.324,0.767,0.0,0.146,0.833,-6.536,0.116,106.132,7,4,Happy
287,Happy,On Our Minds EP,EGOISM,4zKox8k2E0QUS6Fs1FbHAR,2020-11-06,35,202502,0.487,0.00173,0.798,0.00548,0.106,0.391,-6.441,0.0313,144.997,2,4,Happy
288,Johnny B. Goode,Universal Masters collection,Chuck Berry,7KkzVlps826NezcpXPvEuV,1999-12-20,0,162093,0.502,0.697,0.931,3.92e-06,0.281,0.903,-4.686,0.174,166.407,5,4,Happy
289,Sleeping in My Car - Single Version,A Collection of Roxette Hits! Their 20 Greatest Songs!,Roxette,2ifpR5UJBqfXYPgHvgWN91,2006-10-18,43,214160,0.546,0.0123,0.85,0.0,0.193,0.584,-4.315,0.0322,135.162,6,4,Happy
291,Soul Galore,Soul Galore! The Northern Soul of Brunswick,Various Artists,2aD4W01yVwT6SsZF4m1FAJ,1966,31,167466,0.556,0.0985,0.895,1.67e-05,0.227,0.559,-5.093,0.0696,77.546,5,4,Happy
292,Fuck You,The Lady Killer,CeeLo Green,4ycLiPVzE5KamivXrAzGFG,2010-11-09,69,222933,0.69,0.129,0.834,0.0,0.136,0.738,-5.79,0.0566,127.43,0,4,Happy
294,Dreaming,Dreaming,Smallpools,79M4YK2A4CNxvmdc6A7her,2013-05-20,34,216573,0.615,0.000527,0.887,0.0,0.0667,0.877,-2.924,0.0453,119.0,10,4,Happy
295,Relight My Fire - Single Version,70s Gems,Various Artists,0ZvLrvwzp0nBkfmtzL7XO1,2010-03-26,54,224333,0.759,0.0687,0.871,0.0,0.342,0.871,-7.034,0.0391,120.43,0,4,Happy
296,Animal,Miike Snow,Miike Snow,4XTTwW06rMgud7yS1nySZf,2009-05-21,56,263880,0.763,0.0117,0.721,7.69e-06,0.0752,0.657,-6.767,0.0986,118.049,1,4,Happy
297,I Wanna Dance with Somebody (Who Loves Me),Whitney,Whitney Houston,2k1np6GRFvKjgjYfo2g39B,1987-06-02,0,291293,0.709,0.207,0.824,0.000307,0.0888,0.867,-8.824,0.0453,118.814,1,4,Happy
298,Mercy,Rockferry (intl Deluxe Edition),Duffy,1dKm4a7TOYFzzTQvU59C59,2008-01-01,0,219920,0.793,0.266,0.859,0.000356,0.133,0.964,-3.774,0.0332,129.912,0,4,Happy
299,Two Princes,Pocket Full Of Kryptonite,Spin Doctors,4ePP9So5xRzspjLFVVbj90,1991-08-27,72,256733,0.543,0.00162,0.912,2.1e-06,0.0565,0.836,-10.71,0.0601,103.731,7,4,Happy
300,Girls Just Want to Have Fun,The Best Of The 80's,Various Artists,7sMGwiS4vOMcz86ZY3vKYM,2007-12-10,66,228120,0.705,0.414,0.847,3.21e-06,0.406,0.743,-2.588,0.0361,120.527,6,4,Happy
302,I Don't Feel Like Dancin',Ta Dah,Scissor Sisters,13pyGLYmBjYgvOMIEivX2K,2006-01-01,56,288360,0.71,0.018,0.917,0.0,0.335,0.83,-3.385,0.0287,108.031,7,4,Happy
303,Lemon Tree,Dish Of The Day,Fools Garden,1yN2z5XVtaAOYGdeEqEuqd,1995,0,191026,0.669,0.672,0.479,0.0,0.11,0.679,-8.849,0.0442,143.159,1,4,Happy
304,Foundations,Made of Bricks,Kate Nash,3PY6DWrkuIt6LZgFesrIkJ,2007-01-01,52,245133,0.565,0.0982,0.912,0.0,0.0839,0.881,-4.036,0.056,84.49,0,4,Happy
305,I Want You Back,Diana Ross Presents The Jackson 5,The Jackson 5,3b0EOvScbZUc0qJx0E1L2z,1969-12-18,0,176333,0.639,0.29,0.548,9.68e-05,0.366,0.887,-13.534,0.0394,98.359,8,4,Happy
306,Stayin' Alive - Remastered Version,Number Ones,Bee Gees,3LmpQiFNgFCnvAnhhvKUyI,2004-11-09,0,285200,0.675,0.0696,0.899,0.000139,0.33,0.91,-6.124,0.0418,103.683,10,4,Happy
308,Footloose,The Best Of The 80's,Various Artists,1Ppwc43WYFEBXw2n1ePhDY,2007-12-10,51,225880,0.594,0.0719,0.927,5e-05,0.079,0.648,-2.691,0.0675,173.927,2,4,Happy
309,Mr. Pitiful,Mr. Pitiful (UK eSingle Multi),Matt Costa,7GH4CmhitO7eLNLnUBtduQ,2007-01-01,19,176173,0.76,0.175,0.714,0.0,0.0778,0.774,-7.134,0.0274,110.007,0,4,Happy
310,"Could You Be Loved - 12"" Mix",Uprising,Bob Marley & The Wailers,3cc66vpbbkDNgtSnWgKked,1980,0,325306,0.874,0.274,0.793,0.000219,0.123,0.791,-7.979,0.0945,102.938,7,4,Happy
311,Movin' on Up,Screamadelica,Primal Scream,67ncFJWaIbJdqZl1bpEppz,1991-09-23,64,228266,0.523,0.103,0.76,0.00068,0.0666,0.581,-12.437,0.0325,94.267,5,4,Happy
313,Reflections,Our Own House,MisterWives,6MByWSkfqebVmpPw3pA1uR,2015-02-24,0,186440,0.682,0.0201,0.681,0.0162,0.101,0.577,-5.435,0.0291,111.037,2,4,Happy
315,It's a Beautiful Day,To Be Loved,Michael Bublé,0mvkwaZMP2gAy2ApQLtZRv,2013-04-11,68,199266,0.532,0.0559,0.795,0.0,0.295,0.78,-3.979,0.0358,143.837,1,4,Happy
316,What You Know,Tourist History,Two Door Cinema Club,1qfYG2JrchEyJiqKnkE7YQ,2010-02-07,19,189693,0.55,0.000665,0.753,7.74e-06,0.0921,0.841,-4.003,0.0407,139.048,6,4,Happy
317,S.O.B.,Nathaniel Rateliff & The Night Sweats,Nathaniel Rateliff & The Night Sweats,41K81NpjapePhBdIKC3QFQ,2015-08-21,0,247612,0.701,0.264,0.595,0.00421,0.449,0.115,-6.484,0.0447,109.991,1,4,Happy
318,Black Or White,Michael Jackson: The Ultimate Collection,Michael Jackson,5YAY2D4s3o0QNOpFwEsynX,2004-11-17,0,256186,0.767,0.177,0.895,0.0253,0.0683,0.884,-3.633,0.0871,114.789,9,4,Happy
319,Alright,I Should Coco,Supergrass,5xC8uOesnn0udeXAYlAnoY,1995-05-15,74,180880,0.467,0.000479,0.958,0.199,0.299,0.701,-4.808,0.0775,145.92,4,4,Happy
320,Als Ik Je Weer Zie,Als Ik Je Weer Zie,Thomas Acda,3yraHvsUkmnJjGhOrx1CSg,2021-01-15,75,207733,0.74,0.372,0.604,0.0,0.0829,0.602,-6.784,0.0379,101.925,7,4,Happy
322,Window Of Hope,Evolution,Oleta Adams,7IyXO4OsPqqmB0v1ebT9Ok,1993-01-01,52,262893,0.619,0.0282,0.82,0.0,0.302,0.838,-8.016,0.0309,111.01,0,4,Happy
324,Duurt Te Lang (Beste Zangers Seizoen 2019),Duurt Te Lang (Beste Zangers Seizoen 2019),Davina Michelle,2rzZ0IGxgrGUAPwrWn80z7,2018-10-06,65,153527,0.638,0.127,0.444,0.0,0.0905,0.151,-14.221,0.196,173.707,7,4,Happy
325,Blijven Slapen,Blijven Slapen,Snelle,1Fc6lVQFPOcEVz3QWEzXWL,2021-02-26,76,170991,0.751,0.221,0.549,0.0,0.112,0.735,-7.798,0.106,106.01,5,4,Happy
326,Zoutelande,Aan,BLØF,1dCaSvUR92UgJZwmNxnqZV,2017-05-19,0,223266,0.67,0.221,0.643,1.58e-05,0.142,0.893,-7.198,0.0286,129.013,6,4,Happy
327,Amigo,Amigo,Chef'Special,6lAqwGwFzQ44SrODqr0NmQ,2017-03-03,58,180133,0.559,0.00834,0.922,0.0,0.356,0.638,-4.597,0.0504,145.0,6,4,Happy
329,Hoe Het Danst,Hoe Het Danst,Marco Borsato,5cYOVkA2cnjKid9yigaMwq,2019-06-28,69,252923,0.686,0.0597,0.86,0.0,0.19,0.417,-3.358,0.0517,130.027,4,4,Happy
330,IJskoud,Diamant,Nielson,2zVNIG9cfMyFxt8XqJ64s4,2018-10-12,60,210200,0.668,0.0434,0.73,0.0109,0.368,0.146,-6.573,0.0476,98.024,7,4,Happy
331,Valerie - Version Revisited,Version,Mark Ronson,4BfRDZLIiznSnwU7DdDL9N,2007-06-22,9,219413,0.698,0.00253,0.844,0.000426,0.124,0.896,-4.789,0.0544,105.828,1,4,Happy
332,Girl,Hotel New York,Anouk,5zhee6Apgg8QqeJObO4k1d,2004-10-25,58,210733,0.672,0.00753,0.803,0.0,0.0597,0.794,-4.693,0.0285,136.007,4,4,Happy
333,Rode Wijn,Rode Wijn,Maan,4BIS9PtQ3zf5IWYpWZxzjb,2020-03-24,39,203516,0.662,0.384,0.66,0.0,0.166,0.526,-5.649,0.0448,96.991,0,4,Happy
334,In Your Arms,Passing Through (Deluxe),Chef'Special,5ZVYh2tB5Ko3aCkwkJguZe,2014-11-28,51,215269,0.669,0.646,0.406,1.27e-05,0.112,0.362,-12.186,0.0501,92.964,5,4,Happy
335,Don't Go Breaking My Heart,Rock Of The Westies (Remastered),Elton John,5nPdMALTEd7HOjn16oNf2X,1975-10-24,0,275440,0.729,0.149,0.844,2.87e-06,0.0604,0.777,-8.824,0.0344,131.459,5,4,Happy
336,Relight My Fire - Single Version,70s Gems,Various Artists,0ZvLrvwzp0nBkfmtzL7XO1,2010-03-26,54,224333,0.759,0.0687,0.871,0.0,0.342,0.871,-7.034,0.0391,120.43,0,4,Happy
337,Don't Stop,Rumours,Fleetwood Mac,4SXU3lUZ1eb4JWWbkQw43Y,1977-02-04,0,192133,0.686,0.0398,0.632,2.2e-06,0.0686,0.88,-11.433,0.0353,118.965,9,4,Happy
338,Walking On Sunshine,Katrina & The Waves,Katrina & The Waves,05wIrZSwuaVWhcv5FfqeH0,1985,79,238733,0.596,0.0116,0.869,0.173,0.0678,0.944,-11.97,0.037,109.902,10,4,Happy
340,(Your Love Keeps Lifting Me) Higher & Higher,The Ultimate Jackie Wilson,Jackie Wilson,4TBBPZks71c60whhq0PgdP,2006,71,181066,0.631,0.176,0.69,0.0,0.121,0.938,-6.676,0.0531,94.574,2,4,Happy
341,You And Me,Just For You And Me - The Greatest Hits Collection,Spargo,7vdCyoiMaAaC3cVXqrtXNj,2019-02-01,53,254160,0.797,0.383,0.679,2.31e-05,0.0677,0.96,-9.645,0.0758,119.832,6,4,Happy
342,War,Rivals,Kensington,3h1in20DlO5KaSP1vLED90,2014-08-08,0,176652,0.641,0.079,0.806,0.00158,0.0708,0.721,-6.281,0.0323,125.987,8,4,Happy
343,Teardrops - Single Version,Music For Groovin',Various Artists,5HiKQLlJ3LAuz8J9yHB0HX,2007-01-01,60,230573,0.879,0.037,0.693,0.119,0.18,0.966,-10.577,0.046,133.231,11,4,Happy
347,Here Comes The Sun - Remastered 2009,Abbey Road (Remastered),The Beatles,6dGnYIeXmHdcikdzNNDMm2,1969-09-26,84,185733,0.557,0.0339,0.54,0.00248,0.179,0.394,-10.484,0.0347,129.171,9,4,Happy
348,Walking in Memphis,Marc Cohn,Marc Cohn,5fgkjhICZnqFctrV0AyuQD,1991-02-08,72,252613,0.567,0.545,0.512,0.0,0.296,0.334,-8.831,0.0357,130.271,0,4,Happy
349,Late in the Evening,One-Trick Pony,Paul Simon,2h23bjG8B3bcD47HBu6bHG,1980-08-01,60,242706,0.72,0.199,0.88,0.0246,0.0865,0.961,-8.988,0.0406,118.623,5,4,Happy
350,Happy Ending,Body And Soul,Joe Jackson,1qv9TWDpXh50DPLgWD4bnH,1984-01-01,51,218466,0.635,0.0973,0.808,0.0,0.141,0.726,-5.026,0.0262,131.377,9,4,Happy
351,Streets,Rivals,Kensington,265poZGWCyWo6h5tq7kiA6,2014-08-08,0,185358,0.376,0.000874,0.771,8.98e-06,0.274,0.419,-5.8,0.0422,168.154,6,4,Happy
352,Lovely Day,Lean on Me: The Best of Bill Withers,Bill Withers,0ACACkoHUwgfgY5CxVIL4N,1994-08-09,69,255066,0.693,0.194,0.565,0.000175,0.0806,0.692,-12.583,0.0345,97.937,9,4,Happy
353,Working My Way Back to You,The Very Best of the Spinners,The Spinners,7cLkQkC9Z7hnN767rfRl5G,1993,61,242666,0.818,0.289,0.768,4.73e-06,0.107,0.922,-6.975,0.0482,121.562,9,4,Happy
354,Shotgun,Staying at Tamara's,George Ezra,4ofwffwvvnbSkrMSCKQDaC,2018-03-23,80,201287,0.672,0.286,0.735,0.0,0.242,0.754,-4.733,0.0457,115.741,5,4,Happy
355,Lonely Boy,What's Wrong with This Picture?,Andrew Gold,6wGMLoEqD2k3RBXFHD0yUp,1976,55,264893,0.588,0.0386,0.598,5.83e-05,0.107,0.866,-13.288,0.0296,123.724,9,4,Happy
356,Like The Way I Do,Greatest Hits - The Road Less Traveled,Melissa Etheridge,38TXeCvUUqf3PeoPvnERV6,2005,0,324760,0.591,0.0215,0.931,0.0,0.122,0.672,-4.84,0.0557,101.548,2,4,Happy
357,J'aime la vie - No. 1 Eurovision Song Contest 1986,Best of Sandra Kim (Le meilleur des années 80),Sandra Kim,5opXus6JIe9UD94Qk24RYB,2011,48,184087,0.594,0.284,0.811,0.0,0.0998,0.668,-5.911,0.0319,139.112,2,4,Happy
359,Watermelon Sugar,Fine Line,Harry Styles,6UelLqGlWMcVH1E5c4H7lY,2019-12-13,92,174000,0.548,0.122,0.816,0.0,0.335,0.557,-4.209,0.0465,95.39,0,4,Happy
360,Love Is In The Air,I Hate the Music,John Paul Young,3c4OULLWwgRqBfA2dJtRuY,2009-09-18,67,210293,0.557,0.0254,0.791,0.000264,0.0605,0.895,-7.201,0.0389,122.34,0,4,Happy
361,Ain't Nobody,"Epiphany: The Best of Chaka Khan, Vol. 1",Chaka Khan,2NVpYQqdraEcQwqT7GhUkh,1996-11-08,71,280853,0.8,0.189,0.878,0.000104,0.14,0.816,-7.109,0.0434,104.282,1,4,Happy
362,This Will Be (An Everlasting Love),Inseparable,Natalie Cole,0PDCewmZCp0P5s00bptcdd,1975-01-01,74,171960,0.685,0.228,0.623,0.00234,0.0295,0.896,-11.146,0.042,126.739,8,4,Happy
363,Every Kinda People,Double Fun,Robert Palmer,5jkUfQV3wlplyoz0PUja09,1978-01-01,0,199200,0.631,0.248,0.547,0.000119,0.0523,0.962,-12.626,0.036,94.533,6,4,Happy
365,I Can Make You Feel Good,A Night to Remember,Shalamar,4zGz2XJCpLqBNAmqYGaJw9,1999-01-01,56,256773,0.706,0.19,0.7,5.25e-06,0.0736,0.961,-10.251,0.0289,112.805,7,4,Happy
366,Brown Eyed Girl,Super Hits,Van Morrison,4myBMnNWZlgvVelYeTu55w,1999-04-29,0,182960,0.478,0.29,0.678,0.0,0.577,0.892,-7.032,0.0364,151.466,7,4,Happy
367,Would I Lie To You? - Edit,Pure 90s,Various Artists,136GkI97Kq94KUiBywEfK0,2008-06-16,0,218960,0.706,0.412,0.636,0.0,0.163,0.693,-7.827,0.0337,101.089,11,4,Happy
368,Oh Happy Day,Oh Happy Day: The Best Of The Edwin Hawkins Singers,The Edwin Hawkins Singers,34yIb7hw5SuR80au1BHTtt,2001-08-07,52,308600,0.321,0.0961,0.462,0.0,0.102,0.457,-10.711,0.0346,116.782,8,4,Happy
369,Gimme Hope Jo'Anna,Gimmie Eddy - [The Dave Cash Collection],Eddy Grant,6W99yGcIH43jskdRA7idD3,2011-05-09,50,243695,0.896,0.401,0.704,0.132,0.0884,0.98,-12.148,0.0402,128.685,10,4,Happy
370,"I Can't Help Myself (Sugar Pie, Honey Bunch)",The Definitive Collection,Four Tops,3aSWQJcWnnqgwYbAgidvlV,2008-01-01,67,163680,0.686,0.204,0.714,0.0,0.0592,0.964,-4.809,0.0287,126.736,0,4,Happy
371,Suddenly I See,Eye To The Telescope,KT Tunstall,5p9XWUdvbUzmPCukOmwoU3,2005-01-01,71,201706,0.587,0.225,0.767,0.0,0.112,0.664,-5.713,0.0449,100.38,0,4,Happy
372,Walk Of Life,Sultans Of Swing - The Very Best Of Dire Straits,Dire Straits,7w4Tbkbx081vRJa8ol56Qf,1998-11-10,0,249333,0.461,0.416,0.936,0.000135,0.136,0.811,-6.824,0.104,172.43,4,4,Happy
373,Sterrenstof,De Lachende Derde,De Jeugd Van Tegenwoordig,7D5vAulNfrQV6xEwzgH0OF,2010-01-01,63,220946,0.714,0.317,0.79,1.27e-05,0.198,0.904,-3.757,0.109,97.012,5,4,Happy
374,Hot Shot - Vocal Short Version,Hot Shot,Karen Young,3T1Nk3Z68yU4dS7w4etTXg,1978-09-15,40,193265,0.712,0.103,0.84,0.00221,0.107,0.902,-8.944,0.042,119.581,2,4,Happy
375,Driver's Seat,Fickle Heart (Plus Two Bonus Cuts),Sniff 'n' The Tears,0fJFBbpUxTwjhh1ScBQjeX,1978,1,240746,0.754,0.0186,0.804,0.0604,0.207,0.972,-7.189,0.0368,132.967,11,4,Happy
376,Give A Little Bit,Even In The Quietest Moments,Supertramp,6XUHsYE38CEbYunT983O9G,1977-01-01,77,248173,0.531,0.0694,0.818,0.0096,0.263,0.471,-5.358,0.0452,90.767,2,4,Happy
377,Ain't No Mountain High Enough - Stereo Version,20th Century Masters: The Millennium Collection: The Best Of Marvin Gaye & Tammi Terrell,Tammi Terrell,4gbR24XpCUTkoElYKZlrpO,2000-01-01,0,149066,0.674,0.27,0.794,2.47e-06,0.211,0.685,-7.361,0.0726,129.292,7,4,Happy
378,"December, 1963 (Oh What a Night!)",The Very Best of Frankie Valli & The 4 Seasons,Frankie Valli & The Four Seasons,7ePFDzrnLt3Ynqgy2UFWri,2003-01-14,66,201093,0.727,0.058,0.588,5.46e-06,0.0414,0.964,-9.568,0.0253,104.413,1,4,Happy
379,We Can Do Better,We Can Do Better,Matt Simons,1hLjLWrzO18acdCFcccFWk,2018-04-04,2,179895,0.629,0.0365,0.686,2.37e-05,0.0709,0.731,-4.851,0.0626,91.05,8,4,Happy
380,Summer Of '69,Reckless (30th Anniversary / Deluxe Edition),Bryan Adams,0GONea6G2XdnHWjNZd6zt3,1984-11-05,83,216053,0.508,0.0183,0.834,0.0,0.0732,0.774,-6.205,0.0386,139.131,2,4,Happy
381,Respect - 2003 Remaster,"Atlantic 60th: Soul, Sweat And Strut",Various Artists,5AoTuHE5P5bvC7BBppYnja,2007-10-30,66,142186,0.744,0.0723,0.611,0.000532,0.0692,0.961,-6.386,0.0333,114.991,0,4,Happy
382,Dance Little Sister,Introducing The Hardline According To Terence Trent D'Arby,Sananda Maitreya,4o9Kj7onklt6xbYl3jVArp,1987-07-06,52,234640,0.722,0.161,0.696,0.0,0.0755,0.93,-11.095,0.0901,115.397,2,4,Happy
