,name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
384,Grace Kelly,Life In Cartoon Motion,MIKA,4Sqc0kPuZpfI0T2TZBu8JT,2007-01-01,4,187733,0.676,0.0271,0.824,0.0152,0.363,0.696,-5.752,0.0449,122.221,0,4,Happy
385,Wake Me up Before You Go-Go,THE FINAL,Wham!,5J0S5UgpCwlmEagrqgzvoC,1986-05-31,0,230666,0.612,0.192,0.738,0.0,0.0779,0.883,-6.648,0.0479,81.327,0,4,Happy
386,Send Me on My Way,Music From Party of Five,Various Artists,6hs3SDnbO3f6VQuPO4KBEb,1996-11-12,74,263333,0.5,0.114,0.681,4.01e-05,0.139,0.745,-9.556,0.0672,119.46,0,4,Happy
387,Stand by Me,Don't Play That Song (Mono),Ben E. King,3SdTKo2uVsxFblQjpScoHy,1962-08-20,79,180055,0.65,0.57,0.306,7.07e-06,0.0707,0.605,-9.443,0.0393,118.068,9,4,Happy
388,"Ease On Down The Road #1 - From ""The Wiz"" Soundtrack",The Wiz,Various Artists,0OIQxUqmzExTkME0S5dX0c,1978-01-01,46,234773,0.777,0.363,0.916,4.99e-06,0.102,0.775,-7.185,0.101,122.439,5,4,Happy
389,I'm a Believer,The Definitive Monkees,The Monkees,5RKZ9zCtLjBLTea7qkSFqr,2001-01-29,43,166906,0.519,0.534,0.772,1.21e-05,0.271,0.961,-6.784,0.0331,79.618,0,4,Happy
390,Put Your Records On,Corinne Bailey Rae,Corinne Bailey Rae,2nGFzvICaeEWjIrBrL2RAx,2006-01-01,80,215360,0.739,0.167,0.511,1.34e-06,0.133,0.542,-7.844,0.0362,96.038,9,4,Happy
391,Listen to the Music,Toulouse Street,The Doobie Brothers,7Ar4G7Ci11gpt6sfH9Cgz5,1972,77,227266,0.645,0.221,0.598,3.53e-06,0.0721,0.913,-13.18,0.0335,105.929,1,4,Happy
392,Give It Up,Summer Sensations,Various Artists,4AdgZcX33Iq9fQGRHWDr5j,2011-07-10,0,245706,0.837,0.0754,0.592,0.000251,0.0671,0.836,-14.264,0.0671,125.686,3,4,Happy
393,Happiness,Energy (Expanded Edition),The Pointer Sisters,1tif2Eky57NXDN4rHJz9i7,1978,47,239933,0.627,0.16,0.843,0.000192,0.0554,0.494,-7.677,0.0952,106.817,11,4,Happy
395,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,5CLGzJsGqhCEECcpnFQA8x,2018-01-19,78,210772,0.653,0.194,0.809,0.0,0.165,0.55,-4.057,0.0474,92.213,0,4,Happy
397,I'm Gonna Be (500 Miles),Finest,The Proclaimers,66S14BkJDxgkYxLl5DCqOz,2003-09-01,75,219466,0.851,0.151,0.551,0.0,0.0827,0.807,-5.177,0.0396,131.922,4,4,Happy
398,You're The One That I Want - From “Grease”,Gold,Olivia Newton-John,2B4LcSLZTDmTIFgKpjScjR,2005-01-01,0,167613,0.739,0.193,0.766,7.28e-05,0.137,0.862,-6.023,0.0785,106.6,0,4,Happy
400,Better Together,In Between Dreams,Jack Johnson,4VywXu6umkIQ2OS0m1I79y,2005-01-01,72,207680,0.868,0.308,0.347,2e-05,0.11,0.659,-9.529,0.0536,110.059,5,4,Happy
402,Just the Two of Us (feat. Bill Withers),Anthology,"Grover Washington, Jr.",1ko2lVN0vKGUl9zrU0qSlT,1985,83,237106,0.802,0.572,0.488,0.0598,0.0763,0.624,-9.304,0.0813,95.77,1,4,Happy
403,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Honky Chateau,Elton John,3gdewACMIVMEWVbyb8O9sY,1972-05-19,83,281613,0.601,0.432,0.532,6.25e-06,0.0925,0.341,-9.119,0.0286,136.571,10,4,Happy
404,I Don't Care (with Justin Bieber),I Don't Care (with Justin Bieber),Ed Sheeran,3HVWdVOQ0ZA45FuZGSfvns,2019-05-10,83,219946,0.798,0.0912,0.675,0.0,0.0894,0.842,-5.041,0.0442,101.956,6,4,Happy
405,I Wish,At The Close Of A Century,Stevie Wonder,6jtsyzzGLDN5gbgKjYuMGB,1999-11-23,51,252333,0.822,0.0987,0.74,1.48e-05,0.0686,0.873,-10.527,0.0522,105.875,10,4,Happy
409,Footloose,The Best Of The 80's,Various Artists,1Ppwc43WYFEBXw2n1ePhDY,2007-12-10,51,225880,0.594,0.0719,0.927,5e-05,0.079,0.648,-2.691,0.0675,173.927,2,4,Happy
410,Waiting On the World to Change,Continuum,John Mayer,5imShWWzwqfAJ9gXFpGAQh,2006-09-11,75,201173,0.577,0.159,0.756,0.000232,0.249,0.663,-5.82,0.115,176.75,2,4,Happy
411,Physical,Physical,Dua Lipa,5px6upUHM3fhOP621Edp4V,2020-01-30,74,193829,0.647,0.0137,0.844,0.000658,0.102,0.746,-3.756,0.0457,146.962,0,4,Happy
413,Reggae Night,La Felicidad... En 4 Minutos,Various Artists,46JMEuyi5JFYSRzxeIWk9Q,2011-11-29,0,322440,0.801,0.301,0.757,8.25e-06,0.0708,0.962,-7.13,0.0369,109.366,0,4,Happy
414,Upside Down,Jack Johnson And Friends: Sing-A-Longs And Lullabies For The Film Curious George,Jack Johnson,6shRGWCtBUOPFLFTTqXZIC,2006,70,208653,0.787,0.238,0.655,0.000171,0.138,0.65,-8.339,0.0431,102.485,6,4,Happy
415,Sir Duke,Songs In The Key Of Life (Reissue),Stevie Wonder,2udw7RDkldLFIPG9WYdVtT,1976-09-28,0,232760,0.588,0.16,0.568,0.0,0.0792,0.952,-9.766,0.0672,106.938,6,4,Happy
417,I Don't Feel Like Dancin',Ta Dah,Scissor Sisters,13pyGLYmBjYgvOMIEivX2K,2006-01-01,56,288360,0.71,0.018,0.917,0.0,0.335,0.83,-3.385,0.0287,108.031,7,4,Happy
418,Ala Day (Ik Leef Alleen Voor Jou),Re-Play,Re-Play,2w9T4Aic0mG6KHnXYcWBpN,2021-01-01,45,225986,0.723,0.0682,0.575,0.0,0.0579,0.877,-6.793,0.0883,89.233,10,4,Happy
419,Blinding Lights,Blinding Lights,The Weeknd,0sf12qNH5qcw8qpgymFOqD,2019-11-29,30,201573,0.513,0.00147,0.796,0.000209,0.0938,0.345,-4.075,0.0629,171.017,1,4,Happy
420,Dancing in the Moonlight (feat. NEIMY),Dancing in the Moonlight (feat. NEIMY),Jubël,5ow0sNF1zSqp71Ix5jEXWU,2018-06-22,66,164009,0.659,0.27,0.617,0.0,0.187,0.187,-5.862,0.0649,119.858,11,4,Happy
421,Love You Better,Love You Better,John De Sohn,4UuGBDjt8gLXsANZqZxMBz,2019-11-15,70,170893,0.733,0.0931,0.786,0.0013,0.1,0.786,-7.494,0.0422,102.999,11,4,Happy
422,Sixteen,Sixteen,Ellie Goulding,4PkIDTPGedm0enzdvilLNd,2019-04-12,73,201072,0.669,0.268,0.801,0.0,0.0594,0.541,-5.445,0.136,109.919,8,4,Happy
423,Thinkin Bout You,Thinkin Bout You,Jonasu,2OEr2lzItRFTQvtzXT0wOm,2019-10-18,52,151626,0.727,0.229,0.782,0.0,0.188,0.82,-5.223,0.0487,112.083,1,4,Happy
424,Higher Love,Higher Love,Kygo,6oJ6le65B3SEqPwMRNXWjY,2019-06-28,82,228267,0.693,0.0154,0.678,6.05e-06,0.101,0.404,-7.159,0.0324,103.952,8,4,Happy
425,Endless Summer,Endless Summer,Cashae,5l8AUgBTWuOECwVgYtaUyE,2019-07-12,56,202071,0.625,0.048,0.719,0.0,0.0668,0.326,-5.541,0.0612,101.091,4,4,Happy
426,Faith (with Dolly Parton) [feat. Mr. Probz],Faith (with Dolly Parton) [feat. Mr. Probz],Galantis,35MKhw2YBKApmD7fAnPERC,2019-10-25,69,186804,0.547,0.145,0.795,0.0,0.11,0.723,-3.721,0.0489,118.118,8,4,Happy
427,Get To Know You,Get To Know You,Samantha Harvey,3oiLlbBynuErymca4Dwp5H,2019-11-08,66,201666,0.761,0.0783,0.695,0.0,0.14,0.69,-4.048,0.0886,118.004,5,4,Happy
428,You And I,You And I,LÉON,67H8U1DqJMTv9vCg7P95uR,2019-02-01,0,224063,0.554,0.0024,0.786,0.0,0.148,0.358,-4.288,0.0491,120.057,9,4,Happy
429,Best of Me,Best of Me,Blake Rose,022KUgS0Q5c3MTePafMLai,2019-04-19,56,213123,0.476,0.00155,0.776,0.0,0.464,0.247,-6.95,0.173,139.969,7,4,Happy
430,One Touch,One Touch,Jess Glynne,5EKiBMhzRLALeGDPdoAKkQ,2019-05-24,66,197875,0.686,0.329,0.693,0.0,0.136,0.699,-6.245,0.131,124.206,0,4,Happy
431,My Girl,My Girl,Jackson Penn,2KpWmfFngrY4ZGTtdCQ6wW,2019-10-04,44,178194,0.725,0.0431,0.641,0.0,0.314,0.782,-4.862,0.0517,98.023,1,4,Happy
432,Sunshine,Sunshine,Lance & Linton,4SvgYftkBSTZJYleSA3psb,2019-11-01,60,202908,0.482,0.142,0.807,0.0,0.114,0.331,-4.846,0.0453,127.999,10,4,Happy
433,I'll Be There,I'll Be There,Walk Off the Earth,4jgCDh6JCkw2kEYuIyNxzI,2019-08-23,56,169354,0.698,0.288,0.674,0.0,0.295,0.447,-5.576,0.0473,94.99,10,4,Happy
434,I'll Be Alright,I'll Be Alright,Chris Holsten,6Bi4RjKB9pV8yNuexgtCky,2019-06-07,51,185786,0.761,0.298,0.636,0.0,0.161,0.718,-4.424,0.0314,100.014,7,4,Happy
436,Happy Kids,Happy Kids,John De Sohn,3nVJ4tGeLFR6HUiz3e7qAe,2018-11-09,60,177209,0.603,0.0105,0.649,0.0,0.243,0.672,-5.848,0.0476,124.073,11,4,Happy
437,Never Really Over,Never Really Over,Katy Perry,5PYQUBXc7NYeI1obMKSJK0,2019-05-31,78,223523,0.77,0.194,0.882,0.0,0.316,0.385,-4.792,0.0602,99.991,8,4,Happy
438,The Bones - with Hozier,The Bones (with Hozier),Maren Morris,1yTTMcUhL7rtz08Dsgb7Qb,2019-10-04,77,197298,0.561,0.286,0.597,0.0,0.0979,0.355,-6.0,0.0405,76.826,11,4,Happy
439,Beautiful People (feat. Khalid),Beautiful People (feat. Khalid),Ed Sheeran,4evmHXcjt3bTUHD1cvny97,2019-06-28,82,197866,0.64,0.124,0.648,0.0,0.0802,0.548,-8.113,0.187,92.977,5,4,Happy
440,Until I Die,Until I Die,Mike Perry,1t492ZhMkze1qxpJsB1s7J,2019-12-06,56,166788,0.635,0.25,0.837,0.0,0.0813,0.668,-3.943,0.108,99.942,9,4,Happy
441,What A Time To Be Alive,What A Time To Be Alive,George Pelham,3JoQRs8V7dq38TUEbzgTGk,2019-08-23,50,189892,0.679,0.0149,0.684,0.0,0.0873,0.821,-4.495,0.0688,80.49,5,4,Happy
442,Glorious,Glorious,Ella Henderson,7xPIlYAQvOubFllPkn8XSL,2019-09-13,0,184800,0.756,0.155,0.54,0.0,0.0551,0.642,-5.456,0.125,108.274,6,4,Happy
443,Lady,Lady,Blake Rose,3K1vIE8FlvmEy2oCPLQ1UZ,2019-06-14,56,242811,0.441,0.0234,0.885,2.5e-06,0.122,0.42,-4.456,0.208,168.134,8,4,Happy
444,What I Like About You (feat. Theresa Rex),What I Like About You (feat. Theresa Rex),Jonas Blue,4NSW0Km5ZG60L8FthUebPJ,2019-03-22,72,220396,0.46,0.289,0.8,6.16e-06,0.121,0.553,-3.584,0.05,102.46,1,4,Happy
445,17,Inner Monologue Part 2,Julia Michaels,0ND8rF8oirMXtE59n585P6,2019-06-28,68,182800,0.774,0.458,0.466,0.0,0.111,0.396,-6.869,0.0433,97.975,4,4,Happy
446,All Night Long (All Night) - Recorded at Spotify Studios Stockholm,Spotify Singles,Benjamin Ingrosso,5LKNumPGm1bEyVroDE4rcZ,2019-03-15,0,188166,0.649,0.0106,0.718,0.000198,0.117,0.715,-7.101,0.0506,112.049,8,4,Happy
447,Somebody,Brighter Days,Sigala,6iMoJ3UdrO2ZjzzcaN8Eom,2018-09-28,58,238666,0.679,0.0916,0.849,0.0,0.121,0.683,-3.841,0.0649,100.095,0,4,Happy
448,Magnets (feat. Sophie Simmons),Magnets (feat. Sophie Simmons),Sam Feldt,0jlpHhGUFn4aAWLsRRnwep,2019-05-10,52,179016,0.731,0.022,0.802,0.0,0.059,0.434,-4.763,0.0623,121.991,5,4,Happy
449,Keep You Mine,Keep You Mine,NOTD,0OJN2A3Qyvd7pwSF0AIteC,2019-08-02,70,174760,0.81,0.267,0.788,0.000172,0.196,0.845,-3.663,0.0447,135.991,10,4,Happy
450,Bad Vibrations,Bad Vibrations,Jesper Jenset,6zTKuNMEU3svBn65L6u88M,2018-09-21,56,199379,0.768,0.00417,0.589,2.67e-05,0.136,0.757,-8.991,0.0403,97.979,8,4,Happy
451,Good Times!,Good Times!,In Paradise,4KMiZnTut79zX0tvh3xHjW,2019-08-30,49,197155,0.713,0.018,0.635,0.0,0.336,0.803,-5.263,0.0364,116.055,8,4,Happy
454,Only You,Only You,Hogland,7dLOOzJGQnsgqFcflWiEcZ,2019-11-15,51,182608,0.565,0.193,0.732,0.0,0.0948,0.265,-4.354,0.0716,114.901,8,4,Happy
455,"fuck, i’m lonely - Ofenbach Remix","fuck, i'm lonely (Ofenbach Remix)",Lauv,4fCAOaMs0PYL58OijKp2IS,2019-08-30,0,178512,0.763,0.0106,0.674,3.58e-06,0.0321,0.759,-5.146,0.0378,105.027,9,4,Happy
456,South of the Border (feat. Camila Cabello & Cardi B),No.6 Collaborations Project,Ed Sheeran,4vUmTMuQqjdnvlZmAH61Qk,2019-07-12,80,204466,0.857,0.148,0.621,0.0,0.0865,0.668,-6.376,0.0825,97.989,9,4,Happy
457,I'll Be There,I'll Be There,Jess Glynne,083Qf6hn6sFL6xiOHlZUyn,2018-05-03,69,193923,0.623,0.0228,0.851,0.0,0.12,0.4,-3.111,0.0409,100.063,7,4,Happy
458,Family,World War Joy,The Chainsmokers,3TKpJrY9q49Mj1JOsM9zGL,2019-12-06,70,194826,0.584,0.426,0.607,0.0,0.101,0.374,-6.605,0.0356,117.817,11,4,Happy
459,You Need To Calm Down,You Need To Calm Down,Taylor Swift,29fRTIKsJhLUJoldM89GZS,2019-06-14,22,171386,0.768,0.00838,0.678,0.0,0.0596,0.706,-5.604,0.0505,85.025,2,4,Happy
460,Let It Be Me (feat. Ava Max),7,David Guetta,2F83FxNVkK6PPMHuYnwyVc,2018-09-14,68,172933,0.743,0.128,0.529,0.0,0.181,0.438,-6.187,0.0505,102.048,7,4,Happy
461,Younger,Younger,Jonas Blue,4D7ERaKgv8NAeck8RzUtRz,2019-09-06,67,194720,0.784,0.286,0.845,1.59e-05,0.074,0.888,-2.793,0.0596,105.981,3,4,Happy
463,123,123,Jess Glynne,3gFgp6Ofp808Kc2qLQiN5e,2018-09-28,57,190280,0.707,0.0901,0.674,0.0,0.115,0.928,-5.578,0.177,95.02,1,4,Happy
464,Somebody I'm Not,Somebody I'm Not,Martin Jensen,4w7aLWzTe5FmvHSbuunVsl,2018-11-16,48,167626,0.73,0.198,0.728,0.0,0.271,0.775,-5.414,0.0457,100.009,9,4,Happy
466,Perfect to Me,Perfect to Me,Anne-Marie,0DC7Zs2qvAbNK1owWQ4mlL,2018-11-02,70,197853,0.604,0.0889,0.546,0.0,0.0734,0.402,-5.691,0.151,179.847,8,4,Happy
467,Too Good To Be True,Too Good To Be True,Rhys,3WKBNbYx32xlJQ0puFCnAJ,2017-09-22,63,201173,0.669,0.0991,0.656,0.0,0.268,0.592,-7.1,0.112,102.062,0,4,Happy
468,Wanted,Wanted,NOTD,1lGVyEkGHUz7Pg78QGaS4a,2019-09-27,65,160997,0.693,0.185,0.674,0.0,0.0639,0.378,-4.449,0.0723,95.972,5,4,Happy
469,Bones (feat. OneRepublic),Bones (feat. OneRepublic),Galantis,1pfgsjmxVZhoZpeDx6POKv,2019-01-31,70,205792,0.658,0.00463,0.804,0.0,0.178,0.508,-5.735,0.0377,120.047,0,4,Happy
470,Don’t Give Up On Me Now,Don’t Give Up On Me Now,R3HAB,46W9iEjOg5nkMvb6lo4Jwz,2019-05-10,56,127826,0.689,0.0872,0.705,0.0,0.124,0.27,-5.357,0.0462,115.231,4,4,Happy
471,Too Close,Too Close,Ria Mae,4Gy6pnhY9GGE3nqD3d0CmU,2019-10-16,54,147741,0.483,0.0715,0.667,0.0,0.0676,0.64,-6.243,0.0912,96.028,8,4,Happy
472,Never Knew,Never Knew,Mass Anthem,64m1kkM9KuRTZ5tLuTp7tU,2019-09-20,0,193846,0.522,0.0159,0.764,2.81e-06,0.282,0.716,-7.375,0.0446,103.664,5,4,Happy
473,Summertime,Summertime,Matthew Heath,73kz81vSBTPcERJlvhsYKp,2019-07-01,52,202173,0.663,0.317,0.723,0.0,0.0777,0.599,-5.034,0.0246,91.969,9,4,Happy
474,All For You,All For You,The Waked,6S4rxhzx2kL8DHUGkVp1RK,2019-04-19,33,207974,0.616,0.0542,0.843,0.0,0.115,0.335,-5.201,0.0596,109.974,0,4,Happy
475,Love You Like That,Love You Like That,Dagny,3205YaV6srWWF1WmebkLdA,2017-10-13,0,177946,0.617,0.00486,0.703,9.83e-06,0.136,0.222,-5.926,0.0472,93.987,8,4,Happy
476,Hotel Walls,Hotel Walls,Smith & Thell,0IZoBFaTUG79KBfKlv8zmG,2019-07-19,40,206293,0.525,0.0108,0.687,1.84e-06,0.0885,0.307,-9.029,0.0448,141.84,11,4,Happy
477,Lost,Lost,End of the World,7Lw5FXm8nhQPvezIpA6jK5,2019-07-26,52,217493,0.713,0.00935,0.729,0.000106,0.0804,0.734,-6.027,0.0308,121.975,7,4,Happy
478,high.,high.,shades.,4HImpc812W2CgT8M0eWD09,2019-08-09,27,176617,0.633,0.0128,0.784,5.51e-06,0.0289,0.332,-6.841,0.0534,102.009,2,4,Happy
479,Happy Now,Happy Now,Kygo,14sOS5L36385FJ3OL8hew4,2018-10-26,75,211362,0.693,0.374,0.575,0.0,0.252,0.492,-6.998,0.0801,117.999,9,4,Happy
480,ME! (feat. Brendon Urie of Panic! At The Disco),ME!,Taylor Swift,4Sib57MmYGJzSvkW84jTwh,2019-04-26,3,193040,0.614,0.0291,0.839,0.0,0.112,0.657,-4.143,0.0702,182.123,0,4,Happy
481,Forgive Me Friend,Forgive Me Friend,Smith & Thell,6LS5QB8GW8raREqEEQPEMs,2018-08-10,0,216000,0.589,0.000927,0.783,1.12e-06,0.187,0.622,-6.069,0.0318,127.92,1,4,Happy
482,I Don't,I Don't,Robin Stjernberg,03vB5EsNP0tS9puS0pMn9G,2018-09-21,39,194318,0.685,0.126,0.543,0.0,0.133,0.694,-5.105,0.0539,110.275,2,4,Happy
483,Hold The Line (feat. A R I Z O N A),TIM,Avicii,6EBlOYNcZ8MrdEov9lEdV6,2019-06-06,67,171785,0.648,0.329,0.554,2.56e-05,0.0803,0.372,-7.005,0.0341,98.045,9,4,Happy
484,Lights On,Lights On,Kelvin Jones,6jlN2JVlMlaKdWo7EyHpOS,2019-04-19,39,208362,0.517,0.104,0.642,0.0,0.0876,0.583,-4.912,0.208,88.739,5,4,Happy
485,False Confidence,False Confidence,Noah Kahan,6KuU2rnFYUyYzGOwcCZDT7,2018-09-21,0,222533,0.411,0.162,0.662,0.0,0.123,0.312,-7.779,0.0481,109.016,6,4,Happy
486,Conversation (feat. Kojo Funds),Conversation (feat. Kojo Funds),Sabina Ddumba,59E7kJadiZbcYhek0tEU9s,2019-08-16,48,232186,0.592,0.0366,0.567,0.0,0.0831,0.326,-8.209,0.0636,102.823,1,4,Happy
487,Costa Rica,Costa Rica,Benjamin Ingrosso,6iM9PebIqd6fiUlcxm4Fkp,2019-07-12,56,188440,0.782,0.533,0.674,0.00159,0.065,0.876,-4.924,0.0335,132.006,6,4,Happy
488,Crying In The Sun,Crying In The Sun (Remixes),Faustix,0VQUyufAldw4Eitv71TPmg,2018-11-23,59,195946,0.682,0.214,0.786,0.0,0.12,0.664,-4.87,0.0477,91.042,11,4,Happy
489,So Close,So Close (feat. Georgia Ku),NOTD,7FjZU7XFs7P9jHI9Z0yRhK,2018-11-02,76,190302,0.7,0.121,0.872,7.08e-06,0.103,0.761,-5.896,0.0666,125.03,10,4,Happy
490,Antisocial Socialites,Antisocial Socialites,Kyan Palmer,5siE2dsOEkxxB8GuyOxPyg,2019-03-07,46,209454,0.756,0.00415,0.657,2.06e-05,0.105,0.868,-5.513,0.0406,109.987,6,4,Happy
491,Ooh Girl (feat. A Boogie Wit da Hoodie),Ooh Girl (feat. A Boogie Wit da Hoodie),Kris Kross Amsterdam,1mKNyZCNDueEASgBgZuLdA,2019-08-30,65,168200,0.726,0.139,0.781,0.0,0.274,0.579,-4.276,0.0525,104.976,0,4,Happy
493,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")","Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,3y3brCCecHC3Db18aIOnny,2019-04-19,71,215315,0.591,0.381,0.705,0.000116,0.131,0.27,-6.519,0.079,121.799,9,4,Happy
494,Sometimes,Sometimes,NEIKED,7MbZIh0vnrayVbdaXCOyo1,2019-10-18,55,193695,0.652,0.0131,0.885,0.00868,0.0748,0.52,-4.905,0.0593,92.0,6,4,Happy
495,I'm With You,I'm With You,Nause,6sVA6iAl2ykqzQtR4uMWcY,2018-09-28,40,180937,0.732,0.128,0.817,0.0,0.346,0.621,-5.788,0.192,114.01,5,4,Happy
496,Say Love,Say Love,James TW,1csB4kgdyglOQdH0EyFIqy,2018-03-30,0,219440,0.753,0.119,0.457,1.15e-06,0.355,0.549,-7.533,0.0541,84.038,1,4,Happy
497,Bigger Heart,Wilting Rooting Blooming,Crying Day Care Choir,0dRyEwPjQBxIFt0hG5vYUK,2018-09-21,49,226106,0.796,0.353,0.708,5.82e-06,0.338,0.753,-9.07,0.0405,125.927,5,4,Happy
498,Changes,Changes,Mike Perry,0auKqMQXBTQ80h034wcsOA,2019-04-12,0,142019,0.716,0.0667,0.748,0.0,0.0581,0.47,-4.656,0.0364,120.031,10,4,Happy
499,Teenage Minds,Teenage Minds,Jubël,5LVCtUQQOr1JmwdUufLaw7,2019-02-08,1,187711,0.755,0.548,0.606,0.0,0.128,0.617,-6.435,0.0313,101.003,2,4,Happy
500,Totally (feat. Jon Eyden),Totally (feat. Jon Eyden),Madden,3dY2OHsFFN0oWYgJbrxsxl,2019-04-19,52,198156,0.813,0.00642,0.671,0.0,0.276,0.62,-6.84,0.0343,128.02,11,4,Happy
501,Jealous,Jealous,Oliver Nelson,1fPHyztOupqwpBYRmi5KAf,2018-08-17,44,206608,0.949,0.327,0.755,0.00134,0.103,0.908,-4.975,0.0427,115.005,0,4,Happy
502,Love Story (Taylor’s Version),Love Story (Taylor’s Version),Taylor Swift,3CeCwYWvdfXbZLXFhBrbnf,2021-02-12,86,235766,0.626,0.135,0.79,3.97e-06,0.0989,0.416,-4.302,0.0311,119.082,2,4,Happy
503,7 Minutes,7 Minutes,Dean Lewis,2BkyYZmU4JuWW2sYi9EzpC,2019-01-18,68,211453,0.613,0.526,0.739,0.0,0.149,0.712,-6.478,0.0311,104.966,10,4,Happy
504,La Di Da,"Love, me",Lennon Stella,2YyvWje3cEYyqgYhNUIaBJ,2018-11-17,70,209773,0.689,0.195,0.679,0.00111,0.224,0.475,-5.893,0.0517,149.972,7,4,Happy
505,Love You Right,Love You Right,Madden,0eOK06PrPsSJ9rswCHaC50,2019-05-24,51,215265,0.618,0.00806,0.752,0.00027,0.0704,0.305,-5.854,0.0417,126.017,0,4,Happy
506,Big Plans,Big Plans,Why Don't We,6Yx181fZzA0YE2EkUsYruq,2019-01-17,1,179929,0.693,0.0668,0.604,0.0,0.114,0.651,-5.279,0.0427,75.014,11,4,Happy
507,2002,2002,Anne-Marie,4Pbg79cTBu4vgSphoyNq3j,2018-04-19,72,186986,0.697,0.0372,0.683,0.0,0.137,0.603,-2.881,0.117,96.133,1,4,Happy
508,Jesus In LA,Jesus In LA,Alec Benjamin,5i2JGF65pHKSfMEjSMrBC3,2019-07-16,2,172606,0.767,0.537,0.627,0.0,0.359,0.689,-4.096,0.0401,94.028,0,4,Happy
509,No More,No More,Olivera,6oA7NzN7FgmXv7l7Y638HL,2018-03-23,44,183292,0.796,0.072,0.571,0.00776,0.0812,0.396,-7.099,0.0526,130.983,1,4,Happy
511,Call On Me,Call On Me,Tape Machines,0vC2zi6KNymGogaCiGfY5D,2018-05-11,0,199547,0.617,0.00182,0.821,5.47e-06,0.0949,0.52,-4.536,0.0281,95.058,1,4,Happy
512,Where Have You Gone (Anywhere),Where Have You Gone (Anywhere),Lucas & Steve,3zECQWhwAEydeK9jUTPamo,2018-09-28,66,158602,0.618,0.00552,0.767,0.0,0.147,0.239,-5.024,0.0489,124.071,5,4,Happy
513,You Come First (feat. Saweetie),You Come First (feat. Saweetie),Zak Abel,5Ef2noaxqTAfa5gLVw05OJ,2018-10-19,55,191254,0.745,0.0352,0.719,0.0,0.0639,0.611,-4.291,0.19,99.962,11,4,Happy
514,Over You,Over You,Hogland,1C4lh1SdXGpBE3FgiCKD3N,2018-09-07,49,194300,0.505,0.179,0.572,0.0,0.225,0.273,-5.561,0.0518,126.005,0,4,Happy
515,Medicine,Medicine,Robinson,4GV5sSkmlS3BQutuSIqZkV,2018-09-07,58,225587,0.529,0.134,0.817,0.0,0.0905,0.299,-4.05,0.052,77.053,9,4,Happy
516,All the Freedom You Need,All the Freedom You Need,Terin Ector,6ykxtMAsMldFOJXcEQr4LT,2019-08-23,49,185625,0.481,0.0601,0.796,0.000172,0.108,0.269,-6.734,0.0504,182.854,6,4,Happy
518,This Feeling (feat. Kelsea Ballerini),Sick Boy...This Feeling,The Chainsmokers,15kQGEy89K8deJcZVFEn0N,2018-09-18,0,199226,0.539,0.0651,0.651,0.0,0.0662,0.474,-5.304,0.0432,105.159,1,4,Happy
519,Coca,Coca,Georgia Box,1e5quxhk6UthVq7oPxCqQQ,2019-06-28,43,185882,0.714,0.00722,0.606,5.3e-06,0.137,0.315,-7.46,0.156,101.926,1,4,Happy
